P1_WINS,MINUTES,T_NAME,SURFACE,P1_NAME,P2_NAME,P1_RANK,P2_RANK,T_DATE,P1_AGE,P2_AGE
1,95.0,Newport,Grass,Robby Ginepri,Santiago Ventura,105,122,2009-07-06,26,29
1,103.0,Newport,Grass,Olivier Rochus,Alexander Peya,120,203,2009-07-06,28,29
1,118.0,Newport,Grass,Sergiy Stakhovsky,Frank Dancevic,87,93,2009-07-06,23,24
0,60.0,Newport,Grass,Vincent Spadea,Daniel Brands,102,116,2009-07-06,34,21
0,63.0,Newport,Grass,Danai Udomchoke,Prakash Amritraj,110,159,2009-07-06,27,25
1,60.0,Newport,Grass,Sam Querrey,Ruben Ramirez Hidalgo,39,109,2009-07-06,21,31
1,115.0,Newport,Grass,Alex Bogomolov Jr,Arnaud Clement,180,128,2009-07-06,26,31
1,65.0,Newport,Grass,Nicolas Mahut,Amer Delic,146,187,2009-07-06,27,27
1,49.0,Newport,Grass,Taylor Dent,Marcos Daniel,235,101,2009-07-06,28,31
1,82.0,Newport,Grass,Fabrice Santoro,Flavio Cipolla,34,103,2009-07-06,36,25
1,63.0,Newport,Grass,Rajeev Ram,Sam Groth,181,266,2009-07-06,25,21
0,82.0,Newport,Grass,Philipp Petzschner,Jesse Levine,48,129,2009-07-06,25,21
1,59.0,Newport,Grass,Brendan Evans,Robby Ginepri,136,105,2009-07-06,23,26
1,121.0,Newport,Grass,Olivier Rochus,Sergiy Stakhovsky,120,87,2009-07-06,28,23
0,122.0,Newport,Grass,Daniel Brands,Kevin Kim,116,81,2009-07-06,21,30
1,113.0,Newport,Grass,Sam Querrey,Prakash Amritraj,39,159,2009-07-06,21,25
0,52.0,Newport,Grass,Alex Bogomolov Jr,Nicolas Mahut,180,146,2009-07-06,26,27
1,88.0,Newport,Grass,Fabrice Santoro,Taylor Dent,34,235,2009-07-06,36,28
1,104.0,Newport,Grass,Rajeev Ram,Jesse Levine,181,129,2009-07-06,25,21
1,61.0,Newport,Grass,Olivier Rochus,Brendan Evans,120,136,2009-07-06,28,23
1,55.0,Newport,Grass,Sam Querrey,Kevin Kim,39,81,2009-07-06,21,30
1,80.0,Newport,Grass,Fabrice Santoro,Nicolas Mahut,34,146,2009-07-06,36,27
0,80.0,Newport,Grass,Olivier Rochus,Rajeev Ram,120,181,2009-07-06,28,25
0,70.0,Newport,Grass,Fabrice Santoro,Sam Querrey,34,39,2009-07-06,36,21
1,122.0,Newport,Grass,Rajeev Ram,Sam Querrey,181,39,2009-07-06,25,21
0,97.0,Bastad,Clay,Steve Darcis,Daniel Koellerer,62,81,2009-07-13,25,25
1,,Bastad,Clay,Victor Crivoi,Denis Istomin,85,68,2009-07-13,27,22
1,139.0,Bastad,Clay,Juan Monaco,Maximo Gonzalez,61,74,2009-07-13,25,25
1,65.0,Bastad,Clay,Peter Luczak,Alberto Martin,145,89,2009-07-13,29,30
1,,Bastad,Clay,Teymuraz Gabashvili,Christophe Rochus,75,54,2009-07-13,24,30
1,145.0,Bastad,Clay,Andreas Vinciguerra,Florent Serra,460,50,2009-07-13,28,28
0,103.0,Bastad,Clay,Grigor Dimitrov,Guillermo Canas,326,151,2009-07-13,18,31
1,77.0,Bastad,Clay,Daniel Gimeno Traver,Frederico Gil,91,90,2009-07-13,23,24
1,81.0,Bastad,Clay,Nicolas Almagro,Marat Safin,41,58,2009-07-13,23,29
0,117.0,Bastad,Clay,Julien Benneteau,Potito Starace,73,65,2009-07-13,27,27
1,89.0,Bastad,Clay,Kristof Vliegen,Marcel Granollers,55,96,2009-07-13,27,23
0,189.0,Bastad,Clay,Daniel Koellerer,Fernando Verdasco,81,9,2009-07-13,25,25
0,89.0,Bastad,Clay,Victor Crivoi,Juan Monaco,85,61,2009-07-13,27,25
1,73.0,Bastad,Clay,Tommy Robredo,Peter Luczak,16,145,2009-07-13,27,29
1,76.0,Bastad,Clay,Teymuraz Gabashvili,Bjorn Phau,75,69,2009-07-13,24,29
0,163.0,Bastad,Clay,Guillermo Canas,Andreas Vinciguerra,151,460,2009-07-13,31,28
0,58.0,Bastad,Clay,Daniel Gimeno Traver,Jurgen Melzer,91,28,2009-07-13,23,28
1,82.0,Bastad,Clay,Nicolas Almagro,Potito Starace,41,65,2009-07-13,23,27
1,54.0,Bastad,Clay,Robin Soderling,Kristof Vliegen,12,55,2009-07-13,24,27
1,78.0,Bastad,Clay,Tommy Robredo,Teymuraz Gabashvili,16,75,2009-07-13,27,24
1,105.0,Bastad,Clay,Andreas Vinciguerra,Jurgen Melzer,460,28,2009-07-13,28,28
1,75.0,Bastad,Clay,Robin Soderling,Nicolas Almagro,12,41,2009-07-13,24,23
0,64.0,Bastad,Clay,Tommy Robredo,Juan Monaco,16,61,2009-07-13,27,25
0,83.0,Bastad,Clay,Andreas Vinciguerra,Robin Soderling,460,12,2009-07-13,28,24
0,113.0,Bastad,Clay,Juan Monaco,Robin Soderling,61,12,2009-07-13,25,24
1,74.0,Stuttgart,Clay,Gilles Simon,Philipp Petzschner,7,47,2009-07-13,24,25
1,92.0,Stuttgart,Clay,Mischa Zverev,Guillermo Garcia Lopez,45,53,2009-07-13,21,26
1,122.0,Stuttgart,Clay,Martin Vassallo Arguello,Andrey Golubev,49,71,2009-07-13,29,21
0,76.0,Stuttgart,Clay,Jose Acasuso,Jeremy Chardy,37,43,2009-07-13,26,22
1,78.0,Stuttgart,Clay,Nicolas Kiefer,Tomas Berdych,40,21,2009-07-13,32,23
0,115.0,Stuttgart,Clay,Andreas Beck,Simon Greul,51,87,2009-07-13,23,28
1,99.0,Stuttgart,Clay,Lukasz Kubot,Pablo Andujar,127,140,2009-07-13,27,23
0,62.0,Stuttgart,Clay,Diego Junqueira,Philipp Kohlschreiber,103,26,2009-07-13,28,25
1,107.0,Stuttgart,Clay,Alexandre Sidorenko,Daniel Munoz de la Nava,193,168,2009-07-13,21,27
1,70.0,Stuttgart,Clay,Oscar Hernandez,Janko Tipsarevic,56,79,2009-07-13,31,25
1,136.0,Stuttgart,Clay,Rainer Schuettler,Ivo Minar,82,63,2009-07-13,33,25
1,91.0,Stuttgart,Clay,Victor Hanescu,Dominik Meffert,33,205,2009-07-13,27,28
1,110.0,Stuttgart,Clay,Fabio Fognini,Fabrice Santoro,67,46,2009-07-13,22,36
1,131.0,Stuttgart,Clay,Paul Henri Mathieu,Mikhail Youzhny,39,72,2009-07-13,27,27
0,132.0,Stuttgart,Clay,Stefan Koubek,Michael Berrer,154,120,2009-07-13,32,29
1,156.0,Stuttgart,Clay,Nikolay Davydenko,Ivan Navarro,11,104,2009-07-13,28,27
1,67.0,Stuttgart,Clay,Mischa Zverev,Gilles Simon,45,7,2009-07-13,21,24
0,97.0,Stuttgart,Clay,Martin Vassallo Arguello,Jeremy Chardy,49,43,2009-07-13,29,22
0,75.0,Stuttgart,Clay,Simon Greul,Nicolas Kiefer,87,40,2009-07-13,28,32
0,71.0,Stuttgart,Clay,Philipp Kohlschreiber,Lukasz Kubot,26,127,2009-07-13,25,27
0,126.0,Stuttgart,Clay,Oscar Hernandez,Alexandre Sidorenko,56,193,2009-07-13,31,21
1,56.0,Stuttgart,Clay,Victor Hanescu,Rainer Schuettler,33,82,2009-07-13,27,33
0,66.0,Stuttgart,Clay,Michael Berrer,Nikolay Davydenko,120,11,2009-07-13,29,28
1,83.0,Stuttgart,Clay,Jeremy Chardy,Mischa Zverev,43,45,2009-07-13,22,21
1,64.0,Stuttgart,Clay,Nicolas Kiefer,Lukasz Kubot,40,127,2009-07-13,32,27
1,84.0,Stuttgart,Clay,Victor Hanescu,Alexandre Sidorenko,33,193,2009-07-13,27,21
1,140.0,Stuttgart,Clay,Fabio Fognini,Nikolay Davydenko,67,11,2009-07-13,22,28
1,79.0,Stuttgart,Clay,Jeremy Chardy,Nicolas Kiefer,43,40,2009-07-13,22,32
1,135.0,Stuttgart,Clay,Victor Hanescu,Fabio Fognini,33,67,2009-07-13,27,22
0,108.0,Stuttgart,Clay,Victor Hanescu,Jeremy Chardy,33,43,2009-07-13,27,22
0,67.0,Basel,Hard,Olivier Rochus,Roger Federer,61,1,2009-11-02,28,28
0,151.0,Basel,Hard,Stephane Bohli,Andreas Seppi,148,51,2009-11-02,26,25
1,130.0,Basel,Hard,Evgeny Korolev,Simone Bolelli,58,94,2009-11-02,21,24
0,137.0,Basel,Hard,James Blake,Jeremy Chardy,41,31,2009-11-02,29,22
1,112.0,Basel,Hard,John Isner,Fernando Gonzalez,40,11,2009-11-02,24,29
0,87.0,Basel,Hard,Horacio Zeballos,Richard Gasquet,42,57,2009-11-02,24,23
0,128.0,Basel,Hard,Daniel Koellerer,Michael Lammer,74,167,2009-11-02,26,27
0,135.0,Basel,Hard,Philipp Kohlschreiber,Marco Chiudinelli,26,73,2009-11-02,26,28
0,68.0,Basel,Hard,Rainer Schuettler,Radek Stepanek,85,14,2009-11-02,33,30
1,78.0,Basel,Hard,Florent Serra,Ivo Karlovic,71,38,2009-11-02,28,30
0,88.0,Basel,Hard,Benjamin Becker,Viktor Troicki,43,29,2009-11-02,28,23
0,83.0,Basel,Hard,Philipp Petzschner,Marin Cilic,76,13,2009-11-02,25,21
0,132.0,Basel,Hard,Ivan Ljubicic,Stan Wawrinka,25,21,2009-11-02,30,24
1,94.0,Basel,Hard,Jarkko Nieminen,Julien Benneteau,122,48,2009-11-02,28,27
0,76.0,Basel,Hard,Peter Luczak,Jan Hernych,80,59,2009-11-02,30,30
0,87.0,Basel,Hard,Andreas Beck,Novak Djokovic,33,3,2009-11-02,23,22
0,61.0,Basel,Hard,Andreas Seppi,Roger Federer,51,1,2009-11-02,25,28
1,71.0,Basel,Hard,Evgeny Korolev,Jeremy Chardy,58,31,2009-11-02,21,22
0,121.0,Basel,Hard,John Isner,Richard Gasquet,40,57,2009-11-02,24,23
1,127.0,Basel,Hard,Marco Chiudinelli,Michael Lammer,73,167,2009-11-02,28,27
1,140.0,Basel,Hard,Radek Stepanek,Florent Serra,14,71,2009-11-02,30,28
1,181.0,Basel,Hard,Marin Cilic,Viktor Troicki,13,29,2009-11-02,21,23
0,120.0,Basel,Hard,Jarkko Nieminen,Stan Wawrinka,122,21,2009-11-02,28,24
0,53.0,Basel,Hard,Jan Hernych,Novak Djokovic,59,3,2009-11-02,30,22
0,56.0,Basel,Hard,Evgeny Korolev,Roger Federer,58,1,2009-11-02,21,28
1,62.0,Basel,Hard,Marco Chiudinelli,Richard Gasquet,73,57,2009-11-02,28,23
1,122.0,Basel,Hard,Radek Stepanek,Marin Cilic,14,13,2009-11-02,30,21
0,139.0,Basel,Hard,Stan Wawrinka,Novak Djokovic,21,3,2009-11-02,24,22
0,85.0,Basel,Hard,Marco Chiudinelli,Roger Federer,73,1,2009-11-02,28,28
1,151.0,Basel,Hard,Novak Djokovic,Radek Stepanek,3,14,2009-11-02,22,30
0,131.0,Basel,Hard,Roger Federer,Novak Djokovic,1,3,2009-11-02,28,22
0,89.0,Tokyo,Hard,Juan Martin del Potro,Edouard Roger Vasselin,5,189,2009-10-05,21,25
1,112.0,Tokyo,Hard,Jurgen Melzer,Leonardo Mayer,39,63,2009-10-05,28,22
1,157.0,Tokyo,Hard,Fabrice Santoro,Andrey Golubev,42,69,2009-10-05,36,22
1,82.0,Tokyo,Hard,Lleyton Hewitt,Tatsuma Ito,26,237,2009-10-05,28,21
1,64.0,Tokyo,Hard,Gilles Simon,Takao Suzuki,10,355,2009-10-05,24,33
0,93.0,Tokyo,Hard,Thomaz Bellucci,Mikhail Youzhny,56,49,2009-10-05,21,27
1,164.0,Tokyo,Hard,Andreas Beck,Rainer Schuettler,40,99,2009-10-05,23,33
0,69.0,Tokyo,Hard,Go Soeda,Tomas Berdych,176,21,2009-10-05,25,24
0,93.0,Tokyo,Hard,John Isner,Stan Wawrinka,43,23,2009-10-05,24,24
1,116.0,Tokyo,Hard,Simon Greul,Martin Vassallo Arguello,71,47,2009-10-05,28,29
0,129.0,Tokyo,Hard,Dudi Sela,Marco Chiudinelli,44,100,2009-10-05,24,28
1,66.0,Tokyo,Hard,Gael Monfils,Marsel Ilhan,13,160,2009-10-05,23,22
1,96.0,Tokyo,Hard,Ernests Gulbis,Radek Stepanek,98,16,2009-10-05,21,30
0,68.0,Tokyo,Hard,Philipp Petzschner,Richard Gasquet,36,53,2009-10-05,25,23
1,82.0,Tokyo,Hard,Jo-Wilfried Tsonga,Mischa Zverev,7,48,2009-10-05,24,22
0,109.0,Tokyo,Hard,Jurgen Melzer,Edouard Roger Vasselin,39,189,2009-10-05,28,25
0,111.0,Tokyo,Hard,Fabrice Santoro,Lleyton Hewitt,42,26,2009-10-05,36,28
1,159.0,Tokyo,Hard,Mikhail Youzhny,Gilles Simon,49,10,2009-10-05,27,24
0,83.0,Tokyo,Hard,Andreas Beck,Tomas Berdych,40,21,2009-10-05,23,24
0,76.0,Tokyo,Hard,Simon Greul,Stan Wawrinka,71,23,2009-10-05,28,24
1,86.0,Tokyo,Hard,Gael Monfils,Marco Chiudinelli,13,100,2009-10-05,23,28
0,99.0,Tokyo,Hard,Richard Gasquet,Jo-Wilfried Tsonga,53,7,2009-10-05,23,24
1,67.0,Tokyo,Hard,Lleyton Hewitt,Edouard Roger Vasselin,26,189,2009-10-05,28,25
1,97.0,Tokyo,Hard,Mikhail Youzhny,Tomas Berdych,49,21,2009-10-05,27,24
0,113.0,Tokyo,Hard,Stan Wawrinka,Gael Monfils,23,13,2009-10-05,24,23
0,92.0,Tokyo,Hard,Ernests Gulbis,Jo-Wilfried Tsonga,98,7,2009-10-05,21,24
0,159.0,Tokyo,Hard,Lleyton Hewitt,Mikhail Youzhny,26,49,2009-10-05,28,27
1,56.0,Tokyo,Hard,Jo-Wilfried Tsonga,Gael Monfils,7,13,2009-10-05,24,23
0,69.0,Tokyo,Hard,Mikhail Youzhny,Jo-Wilfried Tsonga,49,7,2009-10-05,27,24
0,69.0,New Haven,Hard,Frederik Nielsen,Robert Kendrick,315,77,2009-08-23,25,29
0,97.0,New Haven,Hard,Mischa Zverev,Potito Starace,53,92,2009-08-23,22,28
0,96.0,New Haven,Hard,Benjamin Becker,Bjorn Phau,45,85,2009-08-23,28,29
0,93.0,New Haven,Hard,Martin Vassallo Arguello,Marc Gicquel,51,81,2009-08-23,29,32
0,135.0,New Haven,Hard,Maximo Gonzalez,Jose Acasuso,79,52,2009-08-23,26,26
0,66.0,New Haven,Hard,Ivan Ljubicic,Taylor Dent,50,196,2009-08-23,30,28
1,82.0,New Haven,Hard,Florent Serra,Steve Darcis,60,97,2009-08-23,28,25
1,145.0,New Haven,Hard,Rajeev Ram,Nicolas Lapentti,117,163,2009-08-23,25,33
1,147.0,New Haven,Hard,Kevin Kim,Teymuraz Gabashvili,100,74,2009-08-23,31,24
1,82.0,New Haven,Hard,Frederico Gil,Marcos Baghdatis,110,109,2009-08-23,24,24
1,77.0,New Haven,Hard,Simone Bolelli,Christophe Rochus,67,72,2009-08-23,23,30
1,73.0,New Haven,Hard,Leonardo Mayer,Denis Istomin,65,107,2009-08-23,22,22
0,74.0,New Haven,Hard,Andrey Golubev,Pablo Cuevas,56,69,2009-08-23,22,23
0,72.0,New Haven,Hard,Guillermo Garcia Lopez,Yen Hsun Lu,49,71,2009-08-23,26,26
0,77.0,New Haven,Hard,Jarkko Nieminen,Paul Capdeville,54,88,2009-08-23,28,26
1,82.0,New Haven,Hard,Nikolay Davydenko,Robert Kendrick,8,77,2009-08-23,28,29
1,76.0,New Haven,Hard,Fabrice Santoro,Potito Starace,44,92,2009-08-23,36,28
0,122.0,New Haven,Hard,Nicolas Almagro,Bjorn Phau,33,85,2009-08-23,24,29
0,117.0,New Haven,Hard,Marc Gicquel,Sam Querrey,81,23,2009-08-23,32,21
0,147.0,New Haven,Hard,Tommy Robredo,Jose Acasuso,15,52,2009-08-23,27,26
0,82.0,New Haven,Hard,Taylor Dent,Igor Kunitsyn,196,42,2009-08-23,28,27
1,128.0,New Haven,Hard,Florent Serra,Jeremy Chardy,60,34,2009-08-23,28,22
1,73.0,New Haven,Hard,Rajeev Ram,Mardy Fish,117,26,2009-08-23,25,27
0,53.0,New Haven,Hard,Kevin Kim,Igor Andreev,100,30,2009-08-23,31,26
0,176.0,New Haven,Hard,Philipp Petzschner,Frederico Gil,39,110,2009-08-23,25,24
1,98.0,New Haven,Hard,Simone Bolelli,Andreas Beck,67,40,2009-08-23,23,23
1,74.0,New Haven,Hard,Leonardo Mayer,Olivier Rochus,65,90,2009-08-23,22,28
0,145.0,New Haven,Hard,Janko Tipsarevic,Victor Hanescu,63,29,2009-08-23,25,28
1,153.0,New Haven,Hard,Andreas Seppi,Yen Hsun Lu,48,71,2009-08-23,25,26
1,50.0,New Haven,Hard,Fernando Verdasco,Paul Capdeville,10,88,2009-08-23,25,26
0,93.0,New Haven,Hard,Fabrice Santoro,Nikolay Davydenko,44,8,2009-08-23,36,28
1,64.0,New Haven,Hard,Sam Querrey,Bjorn Phau,23,85,2009-08-23,21,29
0,137.0,New Haven,Hard,Igor Kunitsyn,Jose Acasuso,42,52,2009-08-23,27,26
1,140.0,New Haven,Hard,Florent Serra,Rajeev Ram,60,117,2009-08-23,28,25
0,92.0,New Haven,Hard,Frederico Gil,Igor Andreev,110,30,2009-08-23,24,26
0,80.0,New Haven,Hard,Simone Bolelli,Leonardo Mayer,67,65,2009-08-23,23,22
0,118.0,New Haven,Hard,Victor Hanescu,Jurgen Melzer,29,38,2009-08-23,28,28
0,86.0,New Haven,Hard,Andreas Seppi,Fernando Verdasco,48,10,2009-08-23,25,25
1,102.0,New Haven,Hard,Sam Querrey,Nikolay Davydenko,23,8,2009-08-23,21,28
0,84.0,New Haven,Hard,Florent Serra,Jose Acasuso,60,52,2009-08-23,28,26
1,142.0,New Haven,Hard,Igor Andreev,Leonardo Mayer,30,65,2009-08-23,26,22
1,58.0,New Haven,Hard,Fernando Verdasco,Jurgen Melzer,10,38,2009-08-23,25,28
1,64.0,New Haven,Hard,Sam Querrey,Jose Acasuso,23,52,2009-08-23,21,26
0,112.0,New Haven,Hard,Igor Andreev,Fernando Verdasco,30,10,2009-08-23,26,25
0,96.0,New Haven,Hard,Sam Querrey,Fernando Verdasco,23,10,2009-08-23,21,25
1,78.0,Vienna,Hard,Marin Cilic,Alejandro Falla,13,95,2009-10-26,21,25
1,76.0,Vienna,Hard,Daniel Brands,Robert Kendrick,125,80,2009-10-26,22,29
0,71.0,Vienna,Hard,Jarkko Nieminen,Daniel Koellerer,116,55,2009-10-26,28,26
0,72.0,Vienna,Hard,Andreas Haider Maurer,Feliciano Lopez,184,45,2009-10-26,22,28
0,69.0,Vienna,Hard,Dieter Kindlmann,Philipp Kohlschreiber,203,24,2009-10-26,27,26
1,69.0,Vienna,Hard,Victor Crivoi,Jan Hernych,106,61,2009-10-26,27,30
0,141.0,Vienna,Hard,Lukas Rosol,Wayne Odesnik,159,84,2009-10-26,24,23
1,134.0,Vienna,Hard,Nicolas Almagro,Peter Luczak,28,83,2009-10-26,24,30
0,93.0,Vienna,Hard,John Isner,Janko Tipsarevic,39,46,2009-10-26,24,25
1,61.0,Vienna,Hard,Michael Berrer,Steve Darcis,133,134,2009-10-26,29,25
1,140.0,Vienna,Hard,Jan Hajek,Andreas Seppi,113,52,2009-10-26,26,25
0,82.0,Vienna,Hard,Guillermo Garcia Lopez,Gael Monfils,47,15,2009-10-26,26,23
0,127.0,Vienna,Hard,Marco Chiudinelli,Jurgen Melzer,71,35,2009-10-26,28,28
1,80.0,Vienna,Hard,Dominik Hrbaty,Ruben Ramirez Hidalgo,166,152,2009-10-26,31,31
0,120.0,Vienna,Hard,Stefan Koubek,Frederico Gil,114,70,2009-10-26,32,24
1,83.0,Vienna,Hard,Radek Stepanek,Lukasz Kubot,14,112,2009-10-26,30,27
0,95.0,Vienna,Hard,Daniel Brands,Marin Cilic,125,13,2009-10-26,22,21
0,81.0,Vienna,Hard,Daniel Koellerer,Feliciano Lopez,55,45,2009-10-26,26,28
1,73.0,Vienna,Hard,Nicolas Almagro,Wayne Odesnik,28,84,2009-10-26,24,23
1,95.0,Vienna,Hard,Janko Tipsarevic,Michael Berrer,46,133,2009-10-26,25,29
1,91.0,Vienna,Hard,Gael Monfils,Jan Hajek,15,113,2009-10-26,23,26
1,79.0,Vienna,Hard,Jurgen Melzer,Dominik Hrbaty,35,166,2009-10-26,28,31
1,70.0,Vienna,Hard,Radek Stepanek,Frederico Gil,14,70,2009-10-26,30,24
1,85.0,Vienna,Hard,Marin Cilic,Feliciano Lopez,13,45,2009-10-26,21,28
0,77.0,Vienna,Hard,Nicolas Almagro,Philipp Kohlschreiber,28,24,2009-10-26,24,26
0,132.0,Vienna,Hard,Gael Monfils,Janko Tipsarevic,15,46,2009-10-26,23,25
0,61.0,Vienna,Hard,Radek Stepanek,Jurgen Melzer,14,35,2009-10-26,30,28
1,99.0,Vienna,Hard,Marin Cilic,Philipp Kohlschreiber,13,24,2009-10-26,21,26
0,149.0,Vienna,Hard,Janko Tipsarevic,Jurgen Melzer,46,35,2009-10-26,25,28
1,93.0,Vienna,Hard,Jurgen Melzer,Marin Cilic,35,13,2009-10-26,28,21
1,118.0,Sydney,Hard,Paul Henri Mathieu,Andreas Seppi,29,34,2009-01-12,27,24
0,145.0,Sydney,Hard,Xavier Malisse,Mario Ancic,201,35,2009-01-12,28,24
0,90.0,Sydney,Hard,Jurgen Melzer,Tommy Robredo,32,22,2009-01-12,27,26
1,102.0,Sydney,Hard,Simone Bolelli,Potito Starace,38,71,2009-01-12,23,27
1,84.0,Sydney,Hard,Jarkko Nieminen,Feliciano Lopez,40,28,2009-01-12,27,27
0,66.0,Sydney,Hard,Tomas Berdych,Chris Guccione,21,132,2009-01-12,23,23
1,121.0,Sydney,Hard,Janko Tipsarevic,Mardy Fish,46,24,2009-01-12,24,27
1,125.0,Sydney,Hard,Lleyton Hewitt,Julien Benneteau,74,48,2009-01-12,27,27
0,46.0,Sydney,Hard,Denis Gremelmayr,Michael Llodra,82,56,2009-01-12,27,28
0,77.0,Sydney,Hard,Frank Dancevic,Igor Andreev,131,19,2009-01-12,24,25
1,86.0,Sydney,Hard,Richard Gasquet,Dmitry Tursunov,25,30,2009-01-12,22,26
1,55.0,Sydney,Hard,Novak Djokovic,Paul Henri Mathieu,3,29,2009-01-12,21,27
0,63.0,Sydney,Hard,Tommy Robredo,Mario Ancic,22,35,2009-01-12,26,24
0,65.0,Sydney,Hard,Simone Bolelli,Jo-Wilfried Tsonga,38,6,2009-01-12,23,23
1,82.0,Sydney,Hard,Jarkko Nieminen,Chris Guccione,40,132,2009-01-12,27,23
1,97.0,Sydney,Hard,Lleyton Hewitt,Janko Tipsarevic,74,46,2009-01-12,27,24
0,58.0,Sydney,Hard,Michael Llodra,David Nalbandian,56,11,2009-01-12,28,27
0,116.0,Sydney,Hard,Igor Andreev,Jeremy Chardy,19,73,2009-01-12,25,21
1,94.0,Sydney,Hard,Richard Gasquet,Gilles Simon,25,7,2009-01-12,22,24
1,80.0,Sydney,Hard,Novak Djokovic,Mario Ancic,3,35,2009-01-12,21,24
1,108.0,Sydney,Hard,David Nalbandian,Lleyton Hewitt,11,74,2009-01-12,27,27
0,83.0,Sydney,Hard,Jeremy Chardy,Richard Gasquet,73,25,2009-01-12,21,22
0,100.0,Sydney,Hard,Novak Djokovic,Jarkko Nieminen,3,40,2009-01-12,21,27
0,74.0,Sydney,Hard,Richard Gasquet,David Nalbandian,25,11,2009-01-12,22,27
0,136.0,Sydney,Hard,Jarkko Nieminen,David Nalbandian,40,11,2009-01-12,27,27
0,90.0,Brisbane,Hard,Novak Djokovic,Ernests Gulbis,3,53,2009-01-04,21,20
0,73.0,Brisbane,Hard,Teymuraz Gabashvili,Paul Henri Mathieu,65,31,2009-01-04,23,26
0,59.0,Brisbane,Hard,Bobby Reynolds,Kei Nishikori,68,61,2009-01-04,26,19
1,67.0,Brisbane,Hard,Tomas Berdych,Brydan Klein,20,248,2009-01-04,23,19
1,65.0,Brisbane,Hard,Fernando Verdasco,Bernard Tomic,15,764,2009-01-04,25,16
1,172.0,Brisbane,Hard,Mario Ancic,Amer Delic,35,131,2009-01-04,24,26
0,84.0,Brisbane,Hard,Juan Carlos Ferrero,Florent Serra,52,60,2009-01-04,28,27
1,143.0,Brisbane,Hard,Jurgen Melzer,Mardy Fish,32,22,2009-01-04,27,27
1,66.0,Brisbane,Hard,Radek Stepanek,Igor Kunitsyn,26,45,2009-01-04,30,27
0,145.0,Brisbane,Hard,Joseph Sirianni,Michael Llodra,263,54,2009-01-04,33,28
0,127.0,Brisbane,Hard,Robby Ginepri,Julien Benneteau,49,40,2009-01-04,26,27
1,55.0,Brisbane,Hard,Robin Soderling,Sam Querrey,17,36,2009-01-04,24,21
1,133.0,Brisbane,Hard,Richard Gasquet,Marc Gicquel,23,50,2009-01-04,22,31
1,86.0,Brisbane,Hard,Taylor Dent,Steve Darcis,865,59,2009-01-04,27,24
1,124.0,Brisbane,Hard,Jarkko Nieminen,Marcos Baghdatis,41,96,2009-01-04,27,23
1,93.0,Brisbane,Hard,Jo-Wilfried Tsonga,Agustin Calleri,7,62,2009-01-04,23,32
1,81.0,Brisbane,Hard,Paul Henri Mathieu,Ernests Gulbis,31,53,2009-01-04,26,20
1,100.0,Brisbane,Hard,Kei Nishikori,Tomas Berdych,61,20,2009-01-04,19,23
1,79.0,Brisbane,Hard,Fernando Verdasco,Mario Ancic,15,35,2009-01-04,25,24
0,71.0,Brisbane,Hard,Jurgen Melzer,Florent Serra,32,60,2009-01-04,27,27
0,93.0,Brisbane,Hard,Michael Llodra,Radek Stepanek,54,26,2009-01-04,28,30
1,66.0,Brisbane,Hard,Robin Soderling,Julien Benneteau,17,40,2009-01-04,24,27
0,80.0,Brisbane,Hard,Taylor Dent,Richard Gasquet,865,23,2009-01-04,27,22
0,135.0,Brisbane,Hard,Jarkko Nieminen,Jo-Wilfried Tsonga,41,7,2009-01-04,27,23
0,87.0,Brisbane,Hard,Kei Nishikori,Paul Henri Mathieu,61,31,2009-01-04,19,26
1,114.0,Brisbane,Hard,Fernando Verdasco,Florent Serra,15,60,2009-01-04,25,27
1,106.0,Brisbane,Hard,Radek Stepanek,Robin Soderling,26,17,2009-01-04,30,24
0,98.0,Brisbane,Hard,Jo-Wilfried Tsonga,Richard Gasquet,7,23,2009-01-04,23,22
1,76.0,Brisbane,Hard,Fernando Verdasco,Paul Henri Mathieu,15,31,2009-01-04,25,26
0,132.0,Brisbane,Hard,Richard Gasquet,Radek Stepanek,23,26,2009-01-04,22,30
0,138.0,Brisbane,Hard,Fernando Verdasco,Radek Stepanek,15,26,2009-01-04,25,30
0,112.0,Metz,Hard,Nicolas Mahut,Sebastien Grosjean,174,1147,2009-09-21,27,31
0,80.0,Metz,Hard,Arnaud Clement,Janko Tipsarevic,138,55,2009-09-21,31,25
1,142.0,Metz,Hard,Ivan Ljubicic,Sebastien De Chaunac,46,144,2009-09-21,30,31
1,109.0,Metz,Hard,Michael Llodra,Mischa Zverev,134,49,2009-09-21,29,22
1,152.0,Metz,Hard,Richard Gasquet,Michael Berrer,47,127,2009-09-21,23,29
0,116.0,Metz,Hard,Fabrice Santoro,Christophe Rochus,40,88,2009-09-21,36,30
0,72.0,Metz,Hard,Yen Hsun Lu,Andreas Beck,74,44,2009-09-21,26,23
1,96.0,Metz,Hard,Thierry Ascione,Adrian Mannarino,200,89,2009-09-21,28,21
0,54.0,Metz,Hard,Roman Valent,Marc Gicquel,1088,69,2009-09-21,26,32
0,52.0,Metz,Hard,Benjamin Becker,Evgeny Korolev,42,73,2009-09-21,28,21
0,58.0,Metz,Hard,Andrey Golubev,Denis Istomin,66,100,2009-09-21,22,23
0,110.0,Metz,Hard,Rainer Schuettler,Bjorn Phau,93,82,2009-09-21,33,29
